category,Company Name,Address,ZIP,City,Region,Country,Phone,Fax,E-mail,www,Services,Certification,Company certificate,Registration No.,Link to the certificate,Label,Surface,Founded,Contact person,Products to sell,Products to buy,Service provider for products,Company profile,
GLUTEN FREE PRODUCTS,SNACK ITALY SRL,Via Polveriera 6,31052,MASERADA,VENETO - Treviso,ITALY,+39  0422 424507,+39  0422 315039,info@snackitaly.it,www.snackitaly.it,ONLINESHOPPRODUCTION,,,,,,,,,GLUTEN FREE PRODUCTS,,,,
GLUTEN FREE PRODUCTS,SOL CUISINE,3249 Lenworth Drive,L4X 2G6,MISSISSAUGA,Ontario,CANADA,+1  905 5028500,+1  905 5028100,info@solcuisine.com,www.solcuisine.com,EXPORTPRIVATE LABELPRODUCTIONTRADE,,,,,,,,,FROZEN PRODUCTS > READY MADE MEALSGLUTEN FREE PRODUCTSVEGETARIAN PRODUCTS,VEGETARIAN PRODUCTS,,,
GLUTEN FREE PRODUCTS,SOLUZIONE NATURALE,"VIA SAN ZENO, 7 - RIVOLTELLA",25010,DESENZANO DEL GARDA (BS),LOMBARDIA - Brescia,ITALY,+39  030 9901455,+39  030 9901455,info@soluzionenaturale.it,www.soluzionenaturale.it,ONLINESHOPRETAILERTRADE,BIOS S.R.L. - Companies certified by BIOS S.R.L. (33),,,,,,,Mr. Franco Tarocco,"FODDERBEVERAGES - ALCOHOLIC > WINECANNED FOODBAKERY PRODUCTS, ADDITIVESPASTAEDIBLE PREPARATIONS & SPICESGLUTEN FREE PRODUCTS",FODDERBEVERAGES - ALCOHOLIC > WINECANNED FOOD,,,
GLUTEN FREE PRODUCTS,"SUPER OBROK, IVAN TOMANOVIC S.P.",Borisa Kalina 17,5250,SOLKAN,Nova Gorica,SLOVENIA,+38630254996,,info@super-obrok.si,www.super-obrok.si/,DISTRIBUTIONEXPORTFAIRIMPORTONLINESHOPPRODUCTIONRETAILERWHOLESALER,BUREAU VERITAS - Companies certified by BUREAU VERITAS (25),,BV-SVN-EKO-194,www.super-obrok.si/ekoloski-certifikat,EU ORGANIC BIO LOGO,,2012,Mr. Ivan Tomanovic,COCOA & ITS PREPARATIONSDIET PRODUCTSDRIED FRUITDRIED VEGETABLESEDIBLE PREPARATIONS & SPICESGLUTEN FREE PRODUCTSMEDICAL & AROMATIC PLANTS,COCOA & ITS PREPARATIONSDIET PRODUCTSDRIED FRUIT,,,
GLUTEN FREE PRODUCTS,SUPERLATIVE FOODS PTE LTD,"5 Burn Road, #06-02",369972,SINGAPORE,,SINGAPORE,+65 82337578,,sales@superlativefoods.sg,www.superlativefoods.sg,DISTRIBUTIONEXPORTPRIVATE LABELPRODUCTION,,,,,EU ORGANIC BIO LOGO,,2013,Ms. Angeline Lee,CEREAL PRODUCTS > MUESLICEREALS > QUINOADRIED FRUITGLUTEN FREE PRODUCTSNUT PRODUCTSNUTSVARIOUS > HALAL,,,,
GLUTEN FREE PRODUCTS,TERRASANA B.V.,PO Box 70,2450 AB,LEIMUIDEN,Zuid-Holland,NETHERLANDS,+(31)(0) 172503333,+(31)(0) 172503355,info@terrasana.nl,www.terrasana.nl,EXPORT,SKAL - Companies certified by SKAL (245),,,,,,,,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLIC > VEGETABLE JUICEGLUTEN FREE PRODUCTSCEREAL PRODUCTS > MUESLICEREALS > RICE > PRODUCTSNUT PRODUCTS > BUTTERNUTSSOYA AND BY - PRODUCTSTEA",,,,
GLUTEN FREE PRODUCTS,TIERRA FARM,2424 NY-203,12184,VALATIE,New York,USA,(888) 674-6887,,NY.TierraFarm@gmail.com,https://www.tierrafarm.com,WHOLESALER,,,,https://www.tierrafarm.com/collections/bestsellers,,,1999,Sirs Tierra Farm,DRIED FRUITGLUTEN FREE PRODUCTSNUTS > ALMONDS,,,,
GLUTEN FREE PRODUCTS,TIGERNUTS TRADERS,P.O. Box 169,46183,LA ELIANA,VALENCIA - Valencia,SPAIN,+34  962 740932,+34  962 740249,info@tigernuts.com,www.tigernuts.com,EXPORTTRADE,IMO CONTROL INDIA - Companies certified by IMO CONTROL INDIA (42),,,,,,,Mr. Daniel Carrión,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLIC > CONCENTRATECEREAL PRODUCTS > FLOURCEREAL PRODUCTS > MUESLIDIET PRODUCTSDRIED FRUITGLUTEN FREE PRODUCTS","BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLIC > CONCENTRATECEREAL PRODUCTS > FLOUR",,,
GLUTEN FREE PRODUCTS,TISCO B.V.,Piekstraat 63-65,3071 EL,ROTTERDAM,Zuid-Holland,NETHERLANDS,+31  10 4866332,+31  10 4860928,info@tis-co.nl,www.tis-co.nl,EXPORTIMPORTPRODUCTIONTRADE,SKAL - Companies certified by SKAL (245),,,,,,,,CEREAL PRODUCTSGLUTEN FREE PRODUCTSSEEDSVEGETABLES > LEGUMINOUS VEGETABLES,CEREALSSEEDSVEGETABLES > LEGUMINOUS VEGETABLES,,,
GLUTEN FREE PRODUCTS,TROUW B.V.,Piekstraat 63-65,3071 EL,ROTTERDAM,Zuid-Holland,NETHERLANDS,+31  10 4866332,+31  10 4860928,info@trouw-buckwheat.nl,www.trouw-buckwheat.nl,EXPORTPRODUCTION,SKAL - Companies certified by SKAL (245),,,,,,,,"BAKERY PRODUCTS, ADDITIVES > CAKES > CEREALS CAKES > PUFFEDCEREAL PRODUCTS > FLOURCEREALS > WHEAT > BUCKWHEATGLUTEN FREE PRODUCTS",,,,
GLUTEN FREE PRODUCTS,"TWO MOMS IN THE RAW, LLC",1200 S Fordham St.,80503,LONGMON,Colorado,USA,+1  720 2218555,+1  720 5244094,info@twomomsintheraw.com,www.2momsintheraw.com,ONLINESHOPPRODUCTION,,,,,,,,,"BAKERY PRODUCTS, ADDITIVES > CRACKERSBAKERY PRODUCTS, ADDITIVES > SNACKCEREAL PRODUCTSGLUTEN FREE PRODUCTS",,,,
GLUTEN FREE PRODUCTS,URCOHUASI FARMS,Pablo Suarez E6 – 121 y A. Navarro,,TABACUNDO,,ECUADOR,+593 3 2555638,,doleas@urcohuasifarms.com,urcohuasifarms.com,,BCS OEKO-GARANTIE GMBH - Companies certified by BCS OEKO-GARANTIE GMBH (167),,,,BCS Öko-Garantie,,,Ms. Denise Oleas,"BAKERY PRODUCTS, ADDITIVESGLUTEN FREE PRODUCTS",,,,
GLUTEN FREE PRODUCTS,VAESTKUSTFILE AB,Vaernamovaegen 4,432 32,VARBERG,Hallands lan,SWEDEN,+46  340 666330,+46  340 662229,info@vastkustfile.se,www.vastkustfile.se,EXPORTPRODUCTION,,,,,,,,,FISH > MEATGLUTEN FREE PRODUCTS,,,,
GLUTEN FREE PRODUCTS,VALPIFORM,Parc d’activités de Torcé – Secteur Est,35370,TORCE,BRETAGNE - Indre,FRANCE,+330  562 187289,+330  243 595264,contact.valpiform@nutritionetnature.com,www.valpiform.com,EXPORTONLINESHOPPRODUCTION,,,,,,,,,GLUTEN FREE PRODUCTS,,,,
GLUTEN FREE PRODUCTS,VBITES FOODS LIMITED,"Redwood House, Burkitt Road",NN17 4DT,CORBY,ENGLAND - Northamptonshire,UNITED KINGDOM,+44  1536 400557,,info@vbitesfoods.com,www.vbitesfoods.com,EXPORTONLINESHOPPRODUCTION,,,,,,,,,GLUTEN FREE PRODUCTSMEAT > SUBSTITUTEREADY MADE MEALSSOYA AND BY - PRODUCTSVEGETARIAN PRODUCTS,,,,
GLUTEN FREE PRODUCTS,VEGEXPRO GMBH,Jarrestrasse 2,22303,HAMBURG,Hamburg - Kreisfreie Stadt,GERMANY,+4940380898200,,info@vegexpro.com,vegexpro.com,,ABCERT AG - Companies certified by ABCERT AG (129),,15KOPJU7WOLQ8,vegexpro.com/about-us/,EU ORGANIC BIO LOGO,,,Mr. Patrick Richter,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALSCOCOA & ITS PREPARATIONSDIET PRODUCTSDRIED FRUITFULL ASSORTMENTGLUTEN FREE PRODUCTSOIL SEEDSOILS AND FATS",,,,
GLUTEN FREE PRODUCTS,VERMINTS INC.,106 Finnell Drive,02188,WEYMOUTH,Massachusetts,USA,+1  781 3404440,+1  617 7654761,gary@vermints.com,www.vermints.com,EXPORTONLINESHOPPRODUCTION,"USDA,  U.S. DEPARTMENT OF AGRICULTURE  - Companies certified by USDA,  U.S. DEPARTMENT OF AGRICULTURE  (585)",,,,USDA ORGANIC,,2001,,GLUTEN FREE PRODUCTSSUGAR & SWEATMEATSVEGETARIAN PRODUCTS,,,,
GLUTEN FREE PRODUCTS,VINET,ul. Szymanowskiego 5,05-092,LOMIANKI,Mazowieckie,POLAND,+48  22 2168899,+48  22 4971719,vinet@vinet.pl,www.vinet.pl,DISTRIBUTIONTRADE,,,,,,,,,GLUTEN FREE PRODUCTSTEA,GLUTEN FREE PRODUCTSTEA,,,
GLUTEN FREE PRODUCTS,VITAFORCE,25/35 Avenue Sergent Gabriel Jourdan,83100,TOULON,PROVENCE-ALPES-COTE D'AZUR - Var,FRANCE,+33  603 710073,+33  959 677741,stephane@force-et-sante.com,force-et-sante.com,DISTRIBUTIONIMPORTMAIL ORDER TO GENERAL PUBLICWHOLESALER,AGENCE BIO - Companies certified by AGENCE BIO (20),,,,USDA ORGANIC,,,Mr. stephane fogel,GLUTEN FREE PRODUCTS,,,,
GLUTEN FREE PRODUCTS,VITAL NATURALS,Rohrmoser,,SAN JOSE,,COSTA RICA,+506  8996 4754,,gabriela.montalto@vital-naturals.com,www.vital-naturals.com,TRADE,BCS OEKO-GARANTIE GMBH - Companies certified by BCS OEKO-GARANTIE GMBH (167),,CR-BIO-002,,BCS Öko-Garantie,,,Ms. Gabriela Montalto,CEREALS > AMARANTHCEREALS > QUINOAGLUTEN FREE PRODUCTSMEDICAL & AROMATIC PLANTSNUTSSEEDSVEGETABLES > ROOTS > MACA,CEREALSNUTSSEEDS,,,
GLUTEN FREE PRODUCTS,WOLFBERRY S.R.O.,Bohunická 5,619 00,BRNO,Jihomoravský kraj - Brno-mesto,CZECH REPUBLIC,+420  777608092,+420  543 251425,stoklasek@wolfberry.eu,www.wolfberry.eu,ONLINESHOPPACKAGINGTRADE,ABCERT AG - Companies certified by ABCERT AG (129),,,,,,2003,Mr. Jan Stoklásek,GLUTEN FREE PRODUCTSOILS AND FATS > AROMATICOILS AND FATS > VEGETABLE > COCONUT OILFRUITVARIOUS > ADDITIVESEEDS > HEMPDRIED FRUIT > BERRIES > GOJI,OILS AND FATS > VEGETABLE > COCONUT OILSEEDS > HEMPDRIED FRUIT > BERRIES > GOJI,,,
HONEY & HONEY PRODUCTS,IRANIAN OJAN TRADE AND DEVELOPMENT AGE,"Ferdowsi St. Reza Bldg., 8, St 21",8144647731,"ISFAHAN 
										Show on map",Esfahan,"IRAN, ISLAMIC REPUBLIC OF",+983132230397,+983132230392,info@ojantrade.com,www.ojantrade.bio,EXPORTIMPORTPACKAGINGRETAILERTRADEWHOLESALER,BIO INSPECTA AG - Companies certified by BIO INSPECTA AG (30),Certificate validity (DD/MM/YYYY): 31.12.2021 Show,70875,www.easy-cert.com/htm/suchresultat-detail.htm?id=be29e36f-91df-4f38-8076-81f0ff7802a6&db=bio,EU ORGANIC BIO LOGO,,2016,Mr. Iman Ghaziasgar,DRIED FRUIT - detailDRIED FRUIT > DATES - detailDRIED FRUIT > FIGS - detailDRIED FRUIT > RAISIN - detailEDIBLE PREPARATIONS & SPICES - detailEDIBLE PREPARATIONS & SPICES > SAFFRON - detailHONEY & HONEY PRODUCTS - detailHONEY & HONEY PRODUCTS > FLOWER HONEY - detailMEDICAL & AROMATIC PLANTS - detailNUT PRODUCTS - detailNUT PRODUCTS > CREAM > OF ALMONDS - detailNUT PRODUCTS > CREAM > OF HAZELNUT - detailNUT PRODUCTS > CREAM > OF PISTACHIOS - detailNUTS - detailNUTS > ALMONDS - detailNUTS > HAZELNUTS - detailNUTS > PISTACHIOS - detailNUTS > WALNUTS - detailPASTA > SPAGHETTI - detail,,,,"We are OJAN Trade Co. which was founded in 2016, based on a 15 years of experience of its managers in Iran. We have been working in the field of Organic and Natural Food Supplier. Based on our knowledge of factory-free production and utilization of available capacities in the field, and expansion and development of organic food industry, we began to prepare and pack food products in line with international standards for the purpose of serving global markets.We choose our products very carefully from the major and well-known FDA, USDA, EU Organic and HALAL approved producers in our network"
HONEY & HONEY PRODUCTS,IRANIAN OJAN TRADE AND DEVELOPMENT AGE,"Ferdowsi St. Reza Bldg., 8, St 21",8144647731,"ISFAHAN 
										Show on map",Esfahan,"IRAN, ISLAMIC REPUBLIC OF",+983132230397,+983132230392,info@ojantrade.com,www.ojantrade.bio,EXPORTIMPORTPACKAGINGRETAILERTRADEWHOLESALER,BIO INSPECTA AG - Companies certified by BIO INSPECTA AG (30),Certificate validity (DD/MM/YYYY): 31.12.2021 Show,70875,www.easy-cert.com/htm/suchresultat-detail.htm?id=be29e36f-91df-4f38-8076-81f0ff7802a6&db=bio,EU ORGANIC BIO LOGO,,2016,Mr. Iman Ghaziasgar,DRIED FRUIT - detailDRIED FRUIT > DATES - detailDRIED FRUIT > FIGS - detailDRIED FRUIT > RAISIN - detailEDIBLE PREPARATIONS & SPICES - detailEDIBLE PREPARATIONS & SPICES > SAFFRON - detailHONEY & HONEY PRODUCTS - detailHONEY & HONEY PRODUCTS > FLOWER HONEY - detailMEDICAL & AROMATIC PLANTS - detailNUT PRODUCTS - detailNUT PRODUCTS > CREAM > OF ALMONDS - detailNUT PRODUCTS > CREAM > OF HAZELNUT - detailNUT PRODUCTS > CREAM > OF PISTACHIOS - detailNUTS - detailNUTS > ALMONDS - detailNUTS > HAZELNUTS - detailNUTS > PISTACHIOS - detailNUTS > WALNUTS - detailPASTA > SPAGHETTI - detail,,,,"We are OJAN Trade Co. which was founded in 2016, based on a 15 years of experience of its managers in Iran. We have been working in the field of Organic and Natural Food Supplier. Based on our knowledge of factory-free production and utilization of available capacities in the field, and expansion and development of organic food industry, we began to prepare and pack food products in line with international standards for the purpose of serving global markets.We choose our products very carefully from the major and well-known FDA, USDA, EU Organic and HALAL approved producers in our network"
HONEY & HONEY PRODUCTS,KALNA SMIDES ORGANIC FARM,"Kalna Smides, Amata Region, Drabeši Parish",4201,"CESIS 
										Show on map",Cesu Aprikis,LATVIA,+37129133283,,ugis@biomedus.lv,www.biomedus.lv,EXPORTPRIVATE LABELRETAILER,,,,,,,,,HONEY & HONEY PRODUCTSHONEY & HONEY PRODUCTS > MEAD,,,,
HONEY & HONEY PRODUCTS,ORGANICS BRAZIL,Rua Dr. Correa Coelho 767,80210-350,"CURITIBA  
										Show on map",Parana,BRAZIL,+55  41 88895065,+55  41 88895065,organics@soscomex.com.br,www.organicsbrazil.org,ASSOCIATION,,,,,,,,Ms. Alethea Macena,SUGAR & SWEATMEATSCOFFEEMEATCEREALSTEAVARIOUSFRUITHONEY & HONEY PRODUCTSMEDICAL & AROMATIC PLANTSEDIBLE PREPARATIONS & SPICESSEEDS,,,,
HONEY & HONEY PRODUCTS,ORGANICS BRAZIL,Rua Dr. Correa Coelho 767,80210-350,"CURITIBA  
										Show on map",Parana,BRAZIL,+55  41 88895065,+55  41 88895065,organics@soscomex.com.br,www.organicsbrazil.org,ASSOCIATION,,,,,,,,Ms. Alethea Macena,SUGAR & SWEATMEATSCOFFEEMEATCEREALSTEAVARIOUSFRUITHONEY & HONEY PRODUCTSMEDICAL & AROMATIC PLANTSEDIBLE PREPARATIONS & SPICESSEEDS,,,,
HONEY & HONEY PRODUCTS,A CHAQUE SAISON SA POUSSE,"P.N 68, Pla de Lalegre",66220,CAUDIES-DE-FENOUILLEDES,LANGUEDOC-ROUSSILLON - Pyrénées-Orientales,FRANCE,+33   06 71170542,,amandachaquesaison@yahoo.fr,amandachaquesaison.blogspot.fr,PRODUCTIONTRADE,,,,,,,,,FRUITHONEY & HONEY PRODUCTSMILK & DAIRY PRODUCTS > CHEESEVEGETABLES,HONEY & HONEY PRODUCTSMILK & DAIRY PRODUCTS > CHEESE,,,
HONEY & HONEY PRODUCTS,A.B.C. TRADING S.R.L.,Via Buozzi 21,20035,LISSONE,LOMBARDIA - Milano,ITALY,+39  039 2454591,+39  039 2454624,info@abctrading.it,www.abctrading.it,EXPORT,,,,,,,,,HONEY & HONEY PRODUCTSMEDICAL & AROMATIC PLANTS,,,,
HONEY & HONEY PRODUCTS,AAFT PREMIER SDN. BHD,"No. 142 Pusat Perniagaan Manjung Point 1, Seri Manjung",32040,PERAK DARUL RIDZUAN,,MALAYSIA,+605  688 3734,+605  688 3687,ceo@gaharumadu.com,www.gaharumadu.com.my,DEVELOPMENTEXPORTPRODUCTIONRESEARCH,,,,,,,,,HONEY & HONEY PRODUCTSTEA,,,,
HONEY & HONEY PRODUCTS,ABBAYE DE BELLEFONTAINE,,49122,BÉGROLLES-EN-MAUGES,PAYS DE LA LOIRE - Maine-et-Loire,FRANCE,+33  02 41759645,+33  02 41759646,magasin.monastique@bellefontaine-abbaye.com,www.bellefontaine-abbaye.com,PRODUCTIONRETAILER,,,,,,,,,"BAKERY PRODUCTS, ADDITIVES > BREADBEVERAGES - ALCOHOLIC > WINEEGGS > HEN`S EGGSFRUITHONEY & HONEY PRODUCTS",,,,
HONEY & HONEY PRODUCTS,ABEILLES ET CERVIDES,La Bourdiniere,37460,BEAUMONT VILLAGE,CENTRE - Indre-et-Loire,FRANCE,+33  02 47530548,+33  02 47530548,abeillesetcervides@orange.fr,www.abeillesetcervides.com,ONLINESHOPPRODUCTION,ECOCERT SA FRANCE - Companies certified by ECOCERT SA FRANCE (798),,,,,,,Mr. Michel Predal,EDIBLE PREPARATIONS & SPICES > PATEEDIBLE PREPARATIONS & SPICES > VINEGARFRUITFRUIT PRODUCTS > COMPOTEFRUIT PRODUCTS > JAMHONEY & HONEY PRODUCTSMEAT > GAME ANIMALSMEAT > SAUSAGEMEDICAL & AROMATIC PLANTS,,,,
HONEY & HONEY PRODUCTS,ABELLAN ECOLOGICAL FOODS,Cruce de el Raal 61,30139,EL RAAL,MURCIA - Murcia,SPAIN,+34  968 811924,+34  968 812952,info@abellanecologicalfoods.com,www.abellanecologicalfoods.com,EXPORTONLINESHOPPRODUCTION,EG-OEKO-VERORDNUNG 834/2007 - Companies certified by EG-OEKO-VERORDNUNG 834/2007 (143),,,,,,,,BEVERAGES - NON ALCOHOLIC > FRUIT JUICESBEVERAGES - NON ALCOHOLIC > VEGETABLE JUICECEREAL PRODUCTS > FLOURCEREALSDIET PRODUCTSEDIBLE PREPARATIONS & SPICESFRUIT PRODUCTS > MARMELADEHONEY & HONEY PRODUCTSSUGAR & SWEATMEATS > SWEETENERVEGETABLES > LEGUMINOUS VEGETABLES,,,,
HONEY & HONEY PRODUCTS,ABELLO SOC. COOP. AGRICOLA A.R.L.,Frazione Casabianca 103,14100,ASTI,PIEMONTE - Asti,ITALY,+39  0141 410600,+39  0141 410588,info@mieleabello.it,www.mieleabello.it,EXPORTPRODUCTION,,,,,,,,,HONEY & HONEY PRODUCTS,,,,
HONEY & HONEY PRODUCTS,ACANTHIS LABORATOIRE SARL,Le clos des passerelles - Plan de Lardier,05110,LARDIER ET VALENCA,PROVENCE-ALPES-COTE D'AZUR - Hautes-Alpes,FRANCE,+33  4 92443825,+33  4 92450662,benoit.articlaux@acanthis-laboratoire.com,www.acanthis-laboratoire.com,FAIRTRADEIMPORTPACKAGINGPRODUCTIONTRADE,ECOCERT SA FRANCE - Companies certified by ECOCERT SA FRANCE (798),,,,NATURE & PROGRES,,2004,Mr. Benoît ARTICLAUX,VARIOUSOILS AND FATSOILS AND FATS > AROMATICOILS AND FATS > OILY EXTRACTSOILS AND FATS > VEGETABLEHONEY & HONEY PRODUCTSMEDICAL & AROMATIC PLANTS,VARIOUSOILS AND FATSOILS AND FATS > AROMATIC,,,
HONEY & HONEY PRODUCTS,ACHILLEA AZIENDA MONTANA,Via Barge 84/A,12034,PAESANA,PIEMONTE - Cuneo,ITALY,+39  0175 987079,+39  0175 987122,info@achillea.com,www.achillea.com,IMPORTPRODUCTIONTRADE,ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE - Companies certified by ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE (288),,,,,,,Mr. Bruno BOSSA,BABY FOODBEVERAGES - NON ALCOHOLIC > FRUIT JUICESBEVERAGES - NON ALCOHOLIC > NECTAR JUICEEDIBLE PREPARATIONS & SPICES > SAUCESEDIBLE PREPARATIONS & SPICES > VINEGAR > APPLE VINEGARFRUIT PRODUCTSHONEY & HONEY PRODUCTS,FRUITHONEY & HONEY PRODUCTSNUTS,,,
HONEY & HONEY PRODUCTS,ADI APICULTURA,"Via De Gasperi, 72",66046,TORNARECCIO,ABRUZZI - Chieti,ITALY,+39  0872 868160,+39  0872 870021,info@adiapicultura.it,www.adiapicultura.it,EXPORTPRODUCTIONTRADE,"USDA,  U.S. DEPARTMENT OF AGRICULTURE  - Companies certified by USDA,  U.S. DEPARTMENT OF AGRICULTURE  (585)",,,,,,,,HONEY & HONEY PRODUCTSNUT PRODUCTS > CREAM > OF HAZELNUTSUGAR & SWEATMEATS > NOUGAT,,,,
HONEY & HONEY PRODUCTS,ADOLF DARBO AG,Dornau 18,6135,STANS,Tirol,AUSTRIA,+43  5242 69510,+43  5242 695133,info@darbo.at,www.darbo.at,EXPORTONLINESHOPPRODUCTION,,,,,,,,,DIET PRODUCTS > SUGAR-FREEEDIBLE PREPARATIONS & SPICES > SAUCESFRUIT PRODUCTS > COMPOTEFRUIT PRODUCTS > JAMFRUIT PRODUCTS > JELLYHONEY & HONEY PRODUCTSSUGAR & SWEATMEATS > SYRUP,,,,
HONEY & HONEY PRODUCTS,ADONIS VALLEY,,1490,JOUNIEH,,LEBANON,+961  3456 336,+961  912 927,fdaw@adonisvalley.com,www.adonisvalley.com,EXPORTPRODUCTION,IMC - INSTITUTO MEDITERRANEO DI CERTIFICAZIONE - Companies certified by IMC - INSTITUTO MEDITERRANEO DI CERTIFICAZIONE (62),,,,,,,,"CANNED FOOD > VEGETABLES, PLANTSEDIBLE PREPARATIONS & SPICES > SALTEDIBLE PREPARATIONS & SPICES > SAUCES > TOMATOESEDIBLE PREPARATIONS & SPICES > VINEGAR > APPLE VINEGARFRUIT PRODUCTS > JAMHONEY & HONEY PRODUCTSVEGETABLES > TOMATO > PRODUCTS",,,,
HONEY & HONEY PRODUCTS,ADRAP,"Rua Bartolomeu Dias, Lote 35A R/C esq°",6300-518,GUARDA,Guarda - Guarda,PORTUGAL,+351  966 726642,+351  212 326797,graodotempo@gmail.com,www.graodotempo.pt,EXPORTPRODUCTION,,,,,,,,,"BAKERY PRODUCTS, ADDITIVES > BREADBEVERAGES - ALCOHOLIC > WINEHONEY & HONEY PRODUCTSNUTSOILS AND FATS > VEGETABLE > OLIVE OIL",,,,
HONEY & HONEY PRODUCTS,AGRICOLTURA NUOVA - SOC. COOP. AGRICOLA INTEGRATA,Via Valle di Perna 315,00129,ROMA,LAZIO - Roma,ITALY,+39  06 5070453,+39  06 508009,info@agricolturanuova.it,www.agricolturanuova.it,COOPERATIONEXPORTPRODUCTIONTRADE,ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE - Companies certified by ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE (288),,,,,,,,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - ALCOHOLIC > WINEEGGSFRUITHONEY & HONEY PRODUCTSMEATMILK & DAIRY PRODUCTS","BAKERY PRODUCTS, ADDITIVESBEVERAGES - ALCOHOLIC > WINEEGGS",,,
HONEY & HONEY PRODUCTS,AGRICULTURAL COMPANY FONTANA REALE,Contrada S. Giovanni a Caprara,82100,BENEVENTO,CAMPANIA - Benevento,ITALY,+39  0824 776109,+39  0824 776109,info@fontanareale.it,www.fontanareale.it,EXPORTONLINESHOPPRODUCTION,CCPB SRL  - Companies certified by CCPB SRL  (43),,,,,,,,BEVERAGES - ALCOHOLIC > WINE > RED WINEBEVERAGES - ALCOHOLIC > WINE > WHITE WINEHONEY & HONEY PRODUCTSOILS AND FATS > VEGETABLE > EXTRA VIRGIN OLIVE OIL,,,,
HONEY & HONEY PRODUCTS,AGRICULTURE COOPERATIVE AL KAOUTAR,Centre Tagramte 9 Tasserirte,84000,TAFRAOUT,,MOROCCO,+212  663 802686,,tawrirtabanar@gmail.com,,EXPORTPRODUCTION,,,,,,,,,HONEY & HONEY PRODUCTSMEDICAL & AROMATIC PLANTSOILS AND FATS > AROMATICOILS AND FATS > VEGETABLE > ARGAN OIL,,,,
HONEY & HONEY PRODUCTS,AGRILAND DI BORELLO LORENZO,Via del Verne 6,10060,BIBIANA,PIEMONTE - Torino,ITALY,+39  012 559245,+39  012 55632,ordini@agriland-miele.it,www.agriland-miele.it,PRODUCTIONPUBLISHING / PR,,,,,,,,Mr. Lorenzo BORELLO,HONEY & HONEY PRODUCTSSUGAR & SWEATMEATS > CARAMEL,,,,
HONEY & HONEY PRODUCTS,AGRINOVA BIO 2000 SOC. COOP.,Via Anzalone 12/bis,95024,ACIREALE,SICILIA - Catania,ITALY,+39  095 8778119,+39  095 76720040,info@agrinovabio2000.it,www.agrinovabio2000.it,EXPORTPRODUCTIONTRADE,,,,,,,,,BEVERAGES - ALCOHOLIC > WINEFRUITFRUIT PRODUCTS > JAMFRUIT > GRAPEFRUITSFRUIT > LEMONSFRUIT > ORANGESFRUIT > TANGERINES,BEVERAGES - ALCOHOLIC > WINEFRUITFRUIT PRODUCTS > JAM,,,
HONEY & HONEY PRODUCTS,AGRITURISMO ANTICO ULIVETO,Strada della Magione 13,53035,MONTERIGGIONI,TOSCANA - Siena,ITALY,+39  331 4174577,,info@anticouliveto.it,www.anticouliveto.it,ENVIRONMENTPRODUCTIONTRADE,,,,,,,,,BEVERAGES - ALCOHOLIC > WINEFRUITHONEY & HONEY PRODUCTSMILK & DAIRY PRODUCTS > CHEESEOILS AND FATS > VEGETABLE > EXTRA VIRGIN OLIVE OILVEGETABLES,MILK & DAIRY PRODUCTS > CHEESE,,,
HONEY & HONEY PRODUCTS,AGRITURISMO BARTOLACCI,Via Breccione - Loc. Stacciola,61039,SAN COSTANZO,MARCHE - Pesaro e Urbino,ITALY,+39  721 829256,,agriturismo@bartolacci.it,www.bartolacci.it,EXPORTONLINESHOPPRODUCTION,,,,,,,,,BEVERAGES - NON ALCOHOLIC > FRUIT JUICESCANNED FOODEDIBLE PREPARATIONS & SPICES > SAUCESEDIBLE PREPARATIONS & SPICES > SPREADING PASTEFRUIT PRODUCTS > MARMELADEHONEY & HONEY PRODUCTSNUTSOILS AND FATSPASTA,,,,
HONEY & HONEY PRODUCTS,AGRITURISMO GARDENALI,Via XXV Aprile 8,46049,VOLTA MANTOVANA,LOMBARDIA - Mantova,ITALY,+39  0376 83487,+39  0376 83487,gardenali.agriturismo@gmail.com,www.gardenali.net,PRODUCTIONTRADE,A.I.A.B. ASSOCIAZIONE ITALIANA PER L AGRICOLTURA B - Companies certified by A.I.A.B. ASSOCIAZIONE ITALIANA PER L AGRICOLTURA B (42),,,,,,,,BEVERAGES - ALCOHOLIC > WINEFRUIT PRODUCTS > COMPOTE > APPLESFRUIT > APPLESFRUIT > GRAPESFRUIT > KIWIFRUITFRUIT > PEACHESHONEY & HONEY PRODUCTS,BEVERAGES - ALCOHOLIC > WINEFRUIT PRODUCTS > COMPOTE > APPLESFRUIT > APPLES,,,
